MARKET_NAME,Market_Address_Line1,Market_Address_Line2, Market_town , Market_City, Market_District, Market_Pincode
Goluwala,Address_line1552,Address_line_1553,Goluwala,Goluwala,Goluwala,601552
Jatara,Address_line1553,Address_line_1554,Jatara,Jatara,Jatara,601553
Badnawar(F&V),Address_line1554,Address_line_1555,Badnawar(F&V),Badnawar(F&V),Badnawar(F&V),601554
Dhanura,Address_line1555,Address_line_1556,Dhanura,Dhanura,Dhanura,601555
Coochbehar,Address_line1556,Address_line_1557,Coochbehar,Coochbehar,Coochbehar,601556
Khadur Sahib(Fetehabad),Address_line1557,Address_line_1558,Khadur Sahib(Fetehabad),Khadur Sahib(Fetehabad),Khadur Sahib(Fetehabad),601557
Unjha,Address_line1558,Address_line_1559,Unjha,Unjha,Unjha,601558
Chala,Address_line1559,Address_line_1560,Chala,Chala,Chala,601559
Ambikapur,Address_line1560,Address_line_1561,Ambikapur,Ambikapur,Ambikapur,601560
Bhopal,Address_line1561,Address_line_1562,Bhopal,Bhopal,Bhopal,601561
Khatra,Address_line1562,Address_line_1563,Khatra,Khatra,Khatra,601562
S.Mandvi,Address_line1563,Address_line_1564,S.Mandvi,S.Mandvi,S.Mandvi,601563
Bazpur,Address_line1564,Address_line_1565,Bazpur,Bazpur,Bazpur,601564
Tarori,Address_line1565,Address_line_1566,Tarori,Tarori,Tarori,601565
Jagnair,Address_line1566,Address_line_1567,Jagnair,Jagnair,Jagnair,601566
Mechua,Address_line1567,Address_line_1568,Mechua,Mechua,Mechua,601567
Madurai,Address_line1568,Address_line_1569,Madurai,Madurai,Madurai,601568
Baripada,Address_line1569,Address_line_1570,Baripada,Baripada,Baripada,601569
Tadepalligudem,Address_line1570,Address_line_1571,Tadepalligudem,Tadepalligudem,Tadepalligudem,601570
Uchana,Address_line1571,Address_line_1572,Uchana,Uchana,Uchana,601571
T. Narasipura,Address_line1572,Address_line_1573,T. Narasipura,T. Narasipura,T. Narasipura,601572
Gairatganj,Address_line1573,Address_line_1574,Gairatganj,Gairatganj,Gairatganj,601573
Pipariya,Address_line1574,Address_line_1575,Pipariya,Pipariya,Pipariya,601574
Fatehabad,Address_line1575,Address_line_1576,Fatehabad,Fatehabad,Fatehabad,601575
Shrirampur(Belapur),Address_line1576,Address_line_1577,Shrirampur(Belapur),Shrirampur(Belapur),Shrirampur(Belapur),601576
Kattappana,Address_line1577,Address_line_1578,Kattappana,Kattappana,Kattappana,601577
Mottagaon,Address_line1578,Address_line_1579,Mottagaon,Mottagaon,Mottagaon,601578
Savner,Address_line1579,Address_line_1580,Savner,Savner,Savner,601579
Kapadvanj,Address_line1580,Address_line_1581,Kapadvanj,Kapadvanj,Kapadvanj,601580
Banki,Address_line1581,Address_line_1582,Banki,Banki,Banki,601581
Jangipur,Address_line1582,Address_line_1583,Jangipur,Jangipur,Jangipur,601582
Sanquelim,Address_line1583,Address_line_1584,Sanquelim,Sanquelim,Sanquelim,601583
Channagiri,Address_line1584,Address_line_1585,Channagiri,Channagiri,Channagiri,601584
Maudaha,Address_line1585,Address_line_1586,Maudaha,Maudaha,Maudaha,601585
Jaipur(Grain)(Chandpole),Address_line1586,Address_line_1587,Jaipur(Grain)(Chandpole),Jaipur(Grain)(Chandpole),Jaipur(Grain)(Chandpole),601586
Phagwara,Address_line1587,Address_line_1588,Phagwara,Phagwara,Phagwara,601587
Udumalpet,Address_line1588,Address_line_1589,Udumalpet,Udumalpet,Udumalpet,601588
Khargone,Address_line1589,Address_line_1590,Khargone,Khargone,Khargone,601589
Mahasamund,Address_line1590,Address_line_1591,Mahasamund,Mahasamund,Mahasamund,601590
Bichhiya,Address_line1591,Address_line_1592,Bichhiya,Bichhiya,Bichhiya,601591
Chaurai,Address_line1592,Address_line_1593,Chaurai,Chaurai,Chaurai,601592
Jeypore,Address_line1593,Address_line_1594,Jeypore,Jeypore,Jeypore,601593
Siddapur,Address_line1594,Address_line_1595,Siddapur,Siddapur,Siddapur,601594
Jasmine,Address_line1595,Address_line_1596,Jasmine,Jasmine,Jasmine,601595
Sindhanur,Address_line1596,Address_line_1597,Sindhanur,Sindhanur,Sindhanur,601596
Jambusar(Kaavi),Address_line1597,Address_line_1598,Jambusar(Kaavi),Jambusar(Kaavi),Jambusar(Kaavi),601597
Rampurmaniharan,Address_line1598,Address_line_1599,Rampurmaniharan,Rampurmaniharan,Rampurmaniharan,601598
Sri Har Gobindpur,Address_line1599,Address_line_1600,Sri Har Gobindpur,Sri Har Gobindpur,Sri Har Gobindpur,601599
Payagpur,Address_line1600,Address_line_1601,Payagpur,Payagpur,Payagpur,601600
Bangarpet,Address_line1601,Address_line_1602,Bangarpet,Bangarpet,Bangarpet,601601
Kalyanpur,Address_line1602,Address_line_1603,Kalyanpur,Kalyanpur,Kalyanpur,601602
Roha,Address_line1603,Address_line_1604,Roha,Roha,Roha,601603
Limdi,Address_line1604,Address_line_1605,Limdi,Limdi,Limdi,601604
Navapur,Address_line1605,Address_line_1606,Navapur,Navapur,Navapur,601605
Angul,Address_line1606,Address_line_1607,Angul,Angul,Angul,601606
Dausa,Address_line1607,Address_line_1608,Dausa,Dausa,Dausa,601607
Anoop Shahar,Address_line1608,Address_line_1609,Anoop Shahar,Anoop Shahar,Anoop Shahar,601608
Badda,Address_line1609,Address_line_1610,Badda,Badda,Badda,601609
Jakhal,Address_line1610,Address_line_1611,Jakhal,Jakhal,Jakhal,601610
Vai,Address_line1611,Address_line_1612,Vai,Vai,Vai,601611
Kullu,Address_line1612,Address_line_1613,Kullu,Kullu,Kullu,601612
Ahmedabad(Rajnagar sub yard),Address_line1613,Address_line_1614,Ahmedabad(Rajnagar sub yard),Ahmedabad(Rajnagar sub yard),Ahmedabad(Rajnagar sub yard),601613
Kopargaon,Address_line1614,Address_line_1615,Kopargaon,Kopargaon,Kopargaon,601614
Koilkunta,Address_line1615,Address_line_1616,Koilkunta,Koilkunta,Koilkunta,601615
Sillod,Address_line1616,Address_line_1617,Sillod,Sillod,Sillod,601616
Jeypore(Kotpad),Address_line1617,Address_line_1618,Jeypore(Kotpad),Jeypore(Kotpad),Jeypore(Kotpad),601617
Khed(Chakan),Address_line1618,Address_line_1619,Khed(Chakan),Khed(Chakan),Khed(Chakan),601618
Raisingh Nagar,Address_line1619,Address_line_1620,Raisingh Nagar,Raisingh Nagar,Raisingh Nagar,601619
Gangapurcity(Old Lal mandi),Address_line1620,Address_line_1621,Gangapurcity(Old Lal mandi),Gangapurcity(Old Lal mandi),Gangapurcity(Old Lal mandi),601620
Palakole,Address_line1621,Address_line_1622,Palakole,Palakole,Palakole,601621
Dharangaon,Address_line1622,Address_line_1623,Dharangaon,Dharangaon,Dharangaon,601622
Barnala,Address_line1623,Address_line_1624,Barnala,Barnala,Barnala,601623
Shujalpur,Address_line1624,Address_line_1625,Shujalpur,Shujalpur,Shujalpur,601624
Mohamadabad,Address_line1625,Address_line_1626,Mohamadabad,Mohamadabad,Mohamadabad,601625
Samsi,Address_line1626,Address_line_1627,Samsi,Samsi,Samsi,601626
Rewa,Address_line1627,Address_line_1628,Rewa,Rewa,Rewa,601627
Chhachrauli,Address_line1628,Address_line_1629,Chhachrauli,Chhachrauli,Chhachrauli,601628
Jam Jodhpur,Address_line1629,Address_line_1630,Jam Jodhpur,Jam Jodhpur,Jam Jodhpur,601629
Devariya,Address_line1630,Address_line_1631,Devariya,Devariya,Devariya,601630
Vadhvan,Address_line1631,Address_line_1632,Vadhvan,Vadhvan,Vadhvan,601631
Kumta,Address_line1632,Address_line_1633,Kumta,Kumta,Kumta,601632
Purna,Address_line1633,Address_line_1634,Purna,Purna,Purna,601633
Siliguri,Address_line1634,Address_line_1635,Siliguri,Siliguri,Siliguri,601634
Karjat,Address_line1635,Address_line_1636,Karjat,Karjat,Karjat,601635
Rura,Address_line1636,Address_line_1637,Rura,Rura,Rura,601636
Kuchaman City,Address_line1637,Address_line_1638,Kuchaman City,Kuchaman City,Kuchaman City,601637
Pataudi,Address_line1638,Address_line_1639,Pataudi,Pataudi,Pataudi,601638
Akaltara,Address_line1639,Address_line_1640,Akaltara,Akaltara,Akaltara,601639
Sarona,Address_line1640,Address_line_1641,Sarona,Sarona,Sarona,601640
Dankaur,Address_line1641,Address_line_1642,Dankaur,Dankaur,Dankaur,601641
Tapa(Tapa Mandi),Address_line1642,Address_line_1643,Tapa(Tapa Mandi),Tapa(Tapa Mandi),Tapa(Tapa Mandi),601642
Nimbahera,Address_line1643,Address_line_1644,Nimbahera,Nimbahera,Nimbahera,601643
Bhuntar,Address_line1644,Address_line_1645,Bhuntar,Bhuntar,Bhuntar,601644
Jasra,Address_line1645,Address_line_1646,Jasra,Jasra,Jasra,601645
Yadgir,Address_line1646,Address_line_1647,Yadgir,Yadgir,Yadgir,601646
Parlakhemundi,Address_line1647,Address_line_1648,Parlakhemundi,Parlakhemundi,Parlakhemundi,601647
Chittorgarh,Address_line1648,Address_line_1649,Chittorgarh,Chittorgarh,Chittorgarh,601648
Bikaner (Grain),Address_line1649,Address_line_1650,Bikaner (Grain),Bikaner (Grain),Bikaner (Grain),601649
Garh Shankar(Mahalpur),Address_line1650,Address_line_1651,Garh Shankar(Mahalpur),Garh Shankar(Mahalpur),Garh Shankar(Mahalpur),601650
Uttaripura,Address_line1651,Address_line_1652,Uttaripura,Uttaripura,Uttaripura,601651
Godabhaga,Address_line1652,Address_line_1653,Godabhaga,Godabhaga,Godabhaga,601652
Annigeri,Address_line1653,Address_line_1654,Annigeri,Annigeri,Annigeri,601653
Ashti,Address_line1654,Address_line_1655,Ashti,Ashti,Ashti,601654
Misrikh,Address_line1655,Address_line_1656,Misrikh,Misrikh,Misrikh,601655
Firozepur City,Address_line1656,Address_line_1657,Firozepur City,Firozepur City,Firozepur City,601656
Malkangiri(Korakunda),Address_line1657,Address_line_1658,Malkangiri(Korakunda),Malkangiri(Korakunda),Malkangiri(Korakunda),601657
Harpalpur,Address_line1658,Address_line_1659,Harpalpur,Harpalpur,Harpalpur,601658
Badod,Address_line1659,Address_line_1660,Badod,Badod,Badod,601659
Sri Vijayanagar,Address_line1660,Address_line_1661,Sri Vijayanagar,Sri Vijayanagar,Sri Vijayanagar,601660
Mulakalacheruvu,Address_line1661,Address_line_1662,Mulakalacheruvu,Mulakalacheruvu,Mulakalacheruvu,601661
